route_id,agency_id,route_short_name,route_long_name,route_type,route_color,route_text_color
"2-SHM-vpt-61","3","Sandringham","Sandringham - City","2","F178AF","000000"
"2-SHM-vpt-64","3","Sandringham","Sandringham - City","2","F178AF","000000"
"2-SHM-vpt-65","3","Sandringham","Sandringham - City","2","F178AF","000000"
"2-STY-vpt-1","3","Stony Point","Stony Point - Frankston","2","028430","FFFFFF"
"2-STY-vpt-61","3","Stony Point","Stony Point - Frankston","2","028430","FFFFFF"
"2-STY-vpt-64","3","Stony Point","Stony Point - Frankston","2","028430","FFFFFF"
"2-STY-vpt-65","3","Stony Point","Stony Point - Frankston","2","028430","FFFFFF"
"2-SUY-vpt-1","3","Sunbury","Sunbury - City","2","FFBE00","000000"
"2-SUY-vpt-61","3","Sunbury","Sunbury - City","2","FFBE00","000000"
"2-SUY-vpt-64","3","Sunbury","Sunbury - City","2","FFBE00","000000"
"2-SUY-vpt-65","3","Sunbury","Sunbury - City","2","FFBE00","000000"
"2-UFD-vpt-1","3","Upfield","Upfield - City","2","FFBE00","000000"
"2-UFD-vpt-61","3","Upfield","Upfield - City","2","FFBE00","000000"
"2-UFD-vpt-64","3","Upfield","Upfield - City","2","FFBE00","000000"
"2-UFD-vpt-65","3","Upfield","Upfield - City","2","FFBE00","000000"
"2-WER-vpt-1","3","Werribee","Werribee - City","2","028430","FFFFFF"
"2-WER-vpt-61","3","Werribee","Werribee - City","2","028430","FFFFFF"
"2-WER-vpt-64","3","Werribee","Werribee - City","2","028430","FFFFFF"
"2-WER-vpt-65","3","Werribee","Werribee - City","2","028430","FFFFFF"
"2-WIL-vpt-1","3","Williamstown","Williamstown - City","2","028430","FFFFFF"
"2-WIL-vpt-61","3","Williamstown","Williamstown - City","2","028430","FFFFFF"
"2-WIL-vpt-64","3","Williamstown","Williamstown - City","2","028430","FFFFFF"
"2-WIL-vpt-65","3","Williamstown","Williamstown - City","2","028430","FFFFFF"
