route_id,service_id,trip_id,shape_id,trip_headsign,direction_id,block_id
"2-ALM-vpt-1","T2_2","12.T2.2-ALM-vpt-1.3.R","2-ALM-vpt-1.3.R","Camberwell","1",""
"2-ALM-vpt-1","T3_2","120.T3.2-ALM-vpt-1.1.R","2-ALM-vpt-1.1.R","Camberwell","1",""
"2-ALM-vpt-1","T3_2","121.T3.2-ALM-vpt-1.2.H","2-ALM-vpt-1.2.H","Alamein","0",""
"2-ALM-vpt-1","T3_2","122.T3.2-ALM-vpt-1.1.R","2-ALM-vpt-1.1.R","Camberwell","1",""
"2-ALM-vpt-1","T3_2","123.T3.2-ALM-vpt-1.2.H","2-ALM-vpt-1.2.H","Alamein","0",""
"2-ALM-vpt-1","T3_2","124.T3.2-ALM-vpt-1.3.R","2-ALM-vpt-1.3.R","Camberwell","1",""
"2-ALM-vpt-1","T3_2","125.T3.2-ALM-vpt-1.2.H","2-ALM-vpt-1.2.H","Alamein","0",""
"2-ALM-vpt-1","T3_2","126.T3.2-ALM-vpt-1.3.R","2-ALM-vpt-1.3.R","Camberwell","1",""
"2-ALM-vpt-1","T3_2","127.T3.2-ALM-vpt-1.4.H","2-ALM-vpt-1.4.H","Alamein","0",""
"2-ALM-vpt-1","T3_2","128.T3.2-ALM-vpt-1.3.R","2-ALM-vpt-1.3.R","Camberwell","1",""
"2-ALM-vpt-1","T3_2","129.T3.2-ALM-vpt-1.4.H","2-ALM-vpt-1.4.H","Alamein","0",""
"2-ALM-vpt-1","T2_2","13.T2.2-ALM-vpt-1.4.H","2-ALM-vpt-1.4.H","Alamein","0",""
"2-ALM-vpt-1","T3_2","130.T3.2-ALM-vpt-1.3.R","2-ALM-vpt-1.3.R","Camberwell","1",""
"2-ALM-vpt-1","T3_2","131.T3.2-ALM-vpt-1.4.H","2-ALM-vpt-1.4.H","Alamein","0",""
"2-ALM-vpt-1","T3_2","132.T3.2-ALM-vpt-1.3.R","2-ALM-vpt-1.3.R","Camberwell","1",""
"2-ALM-vpt-1","T3_2","133.T3.2-ALM-vpt-1.4.H","2-ALM-vpt-1.4.H","Alamein","0",""
"2-ALM-vpt-1","T3_2","134.T3.2-ALM-vpt-1.3.R","2-ALM-vpt-1.3.R","Camberwell","1",""
"2-ALM-vpt-1","T3_2","135.T3.2-ALM-vpt-1.4.H","2-ALM-vpt-1.4.H","Alamein","0",""
"2-ALM-vpt-1","T3_2","136.T3.2-ALM-vpt-1.3.R","2-ALM-vpt-1.3.R","Camberwell","1",""
"2-ALM-vpt-1","T3_2","137.T3.2-ALM-vpt-1.4.H","2-ALM-vpt-1.4.H","Alamein","0",""
"2-ALM-vpt-1","T3_2","138.T3.2-ALM-vpt-1.3.R","2-ALM-vpt-1.3.R","Camberwell","1",""
"2-ALM-vpt-1","T3_2","139.T3.2-ALM-vpt-1.4.H","2-ALM-vpt-1.4.H","Alamein","0",""
"2-ALM-vpt-1","T2_2","14.T2.2-ALM-vpt-1.3.R","2-ALM-vpt-1.3.R","Camberwell","1",""
"2-ALM-vpt-1","T3_2","140.T3.2-ALM-vpt-1.3.R","2-ALM-vpt-1.3.R","Camberwell","1",""
"2-ALM-vpt-1","T3_2","141.T3.2-ALM-vpt-1.4.H","2-ALM-vpt-1.4.H","Alamein","0",""
"2-ALM-vpt-1","T3_2","142.T3.2-ALM-vpt-1.3.R","2-ALM-vpt-1.3.R","Camberwell","1",""
"2-ALM-vpt-1","T3_2","143.T3.2-ALM-vpt-1.4.H","2-ALM-vpt-1.4.H","Alamein","0",""
"2-ALM-vpt-1","T3_2","144.T3.2-ALM-vpt-1.3.R","2-ALM-vpt-1.3.R","Camberwell","1",""
"2-ALM-vpt-1","T3_2","145.T3.2-ALM-vpt-1.4.H","2-ALM-vpt-1.4.H","Alamein","0",""
"2-ALM-vpt-1","T3_2","146.T3.2-ALM-vpt-1.3.R","2-ALM-vpt-1.3.R","Camberwell","1",""
"2-ALM-vpt-1","T3_2","147.T3.2-ALM-vpt-1.4.H","2-ALM-vpt-1.4.H","Alamein","0",""
"2-ALM-vpt-1","T3_2","148.T3.2-ALM-vpt-1.3.R","2-ALM-vpt-1.3.R","Camberwell","1",""
"2-ALM-vpt-1","T3_2","149.T3.2-ALM-vpt-1.4.H","2-ALM-vpt-1.4.H","Alamein","0",""
"2-ALM-vpt-1","T2_2","15.T2.2-ALM-vpt-1.4.H","2-ALM-vpt-1.4.H","Alamein","0",""
"2-ALM-vpt-1","T3_2","150.T3.2-ALM-vpt-1.3.R","2-ALM-vpt-1.3.R","Camberwell","1",""
"2-ALM-vpt-1","T3_2","151.T3.2-ALM-vpt-1.4.H","2-ALM-vpt-1.4.H","Alamein","0",""
"2-ALM-vpt-1","T3_2","152.T3.2-ALM-vpt-1.3.R","2-ALM-vpt-1.3.R","Camberwell","1",""
"2-ALM-vpt-1","T3_2","153.T3.2-ALM-vpt-1.4.H","2-ALM-vpt-1.4.H","Alamein","0",""
"2-ALM-vpt-1","T3_2","154.T3.2-ALM-vpt-1.3.R","2-ALM-vpt-1.3.R","Camberwell","1",""
"2-ALM-vpt-1","T3_2","155.T3.2-ALM-vpt-1.4.H","2-ALM-vpt-1.4.H","Alamein","0",""
"2-ALM-vpt-1","T3_2","156.T3.2-ALM-vpt-1.3.R","2-ALM-vpt-1.3.R","Camberwell","1",""
"2-ALM-vpt-1","T3_2","157.T3.2-ALM-vpt-1.4.H","2-ALM-vpt-1.4.H","Alamein","0",""
"2-ALM-vpt-1","T3_2","158.T3.2-ALM-vpt-1.3.R","2-ALM-vpt-1.3.R","Camberwell","1",""
"2-ALM-vpt-1","T3_2","159.T3.2-ALM-vpt-1.4.H","2-ALM-vpt-1.4.H","Alamein","0",""
"2-ALM-vpt-1","T2_2","16.T2.2-ALM-vpt-1.3.R","2-ALM-vpt-1.3.R","Camberwell","1",""
"2-ALM-vpt-1","T3_2","160.T3.2-ALM-vpt-1.3.R","2-ALM-vpt-1.3.R","Camberwell","1",""
"2-ALM-vpt-1","T3_2","161.T3.2-ALM-vpt-1.4.H","2-ALM-vpt-1.4.H","Alamein","0",""
"2-ALM-vpt-1","T3_2","162.T3.2-ALM-vpt-1.3.R","2-ALM-vpt-1.3.R","Camberwell","1",""
"2-ALM-vpt-1","T3_2","163.T3.2-ALM-vpt-1.4.H","2-ALM-vpt-1.4.H","Alamein","0",""
"2-ALM-vpt-1","T3_2","164.T3.2-ALM-vpt-1.3.R","2-ALM-vpt-1.3.R","Camberwell","1",""
"2-ALM-vpt-1","T3_2","165.T3.2-ALM-vpt-1.4.H","2-ALM-vpt-1.4.H","Alamein","0",""
"2-ALM-vpt-1","T3_2","166.T3.2-ALM-vpt-1.3.R","2-ALM-vpt-1.3.R","Camberwell","1",""
"2-ALM-vpt-1","T3_2","167.T3.2-ALM-vpt-1.4.H","2-ALM-vpt-1.4.H","Alamein","0",""
"2-ALM-vpt-1","T3_2","168.T3.2-ALM-vpt-1.3.R","2-ALM-vpt-1.3.R","Camberwell","1",""
"2-ALM-vpt-1","T3_2","169.T3.2-ALM-vpt-1.4.H","2-ALM-vpt-1.4.H","Alamein","0",""
"2-ALM-vpt-1","T2_2","17.T2.2-ALM-vpt-1.4.H","2-ALM-vpt-1.4.H","Alamein","0",""
"2-ALM-vpt-1","T3_2","170.T3.2-ALM-vpt-1.3.R","2-ALM-vpt-1.3.R","Camberwell","1",""
"2-ALM-vpt-1","T3_2","171.T3.2-ALM-vpt-1.4.H","2-ALM-vpt-1.4.H","Alamein","0",""
"2-ALM-vpt-1","T3_2","172.T3.2-ALM-vpt-1.3.R","2-ALM-vpt-1.3.R","Camberwell","1",""
"2-ALM-vpt-1","T3_2","173.T3.2-ALM-vpt-1.4.H","2-ALM-vpt-1.4.H","Alamein","0",""
"2-ALM-vpt-1","T3_2","174.T3.2-ALM-vpt-1.3.R","2-ALM-vpt-1.3.R","Camberwell","1",""
"2-ALM-vpt-1","T3_2","175.T3.2-ALM-vpt-1.4.H","2-ALM-vpt-1.4.H","Alamein","0",""
"2-ALM-vpt-1","T3_2","176.T3.2-ALM-vpt-1.3.R","2-ALM-vpt-1.3.R","Camberwell","1",""
"2-ALM-vpt-1","T3_2","177.T3.2-ALM-vpt-1.4.H","2-ALM-vpt-1.4.H","Alamein","0",""
"2-ALM-vpt-1","T3_2","178.T3.2-ALM-vpt-1.3.R","2-ALM-vpt-1.3.R","Camberwell","1",""
"2-ALM-vpt-1","T3_2","179.T3.2-ALM-vpt-1.4.H","2-ALM-vpt-1.4.H","Alamein","0",""
"2-ALM-vpt-1","T2_2","18.T2.2-ALM-vpt-1.3.R","2-ALM-vpt-1.3.R","Camberwell","1",""
"2-ALM-vpt-1","T3_2","180.T3.2-ALM-vpt-1.3.R","2-ALM-vpt-1.3.R","Camberwell","1",""
"2-ALM-vpt-1","T3_2","181.T3.2-ALM-vpt-1.4.H","2-ALM-vpt-1.4.H","Alamein","0",""
"2-ALM-vpt-1","T3_2","182.T3.2-ALM-vpt-1.3.R","2-ALM-vpt-1.3.R","Camberwell","1",""
"2-ALM-vpt-1","T3_2","183.T3.2-ALM-vpt-1.4.H","2-ALM-vpt-1.4.H","Alamein","0",""
"2-ALM-vpt-1","T3_2","184.T3.2-ALM-vpt-1.3.R","2-ALM-vpt-1.3.R","Camberwell","1",""
"2-ALM-vpt-1","T3_2","185.T3.2-ALM-vpt-1.4.H","2-ALM-vpt-1.4.H","Alamein","0",""
"2-ALM-vpt-1","T3_2","186.T3.2-ALM-vpt-1.3.R","2-ALM-vpt-1.3.R","Camberwell","1",""
"2-ALM-vpt-1","T3_2","187.T3.2-ALM-vpt-1.4.H","2-ALM-vpt-1.4.H","Alamein","0",""
"2-ALM-vpt-1","T3_2","188.T3.2-ALM-vpt-1.1.R","2-ALM-vpt-1.1.R","Camberwell","1",""
"2-ALM-vpt-1","T3_2","189.T3.2-ALM-vpt-1.2.H","2-ALM-vpt-1.2.H","Alamein","0",""
"2-ALM-vpt-1","T2_2","19.T2.2-ALM-vpt-1.4.H","2-ALM-vpt-1.4.H","Alamein","0",""
"2-ALM-vpt-1","T3_2","190.T3.2-ALM-vpt-1.1.R","2-ALM-vpt-1.1.R","Camberwell","1",""
"2-ALM-vpt-1","T3_2","191.T3.2-ALM-vpt-1.2.H","2-ALM-vpt-1.2.H","Alamein","0",""
"2-ALM-vpt-1","T3_2","192.T3.2-ALM-vpt-1.1.R","2-ALM-vpt-1.1.R","Camberwell","1",""
"2-ALM-vpt-1","T3_2","193.T3.2-ALM-vpt-1.2.H","2-ALM-vpt-1.2.H","Alamein","0",""
"2-ALM-vpt-1","T3_2","194.T3.2-ALM-vpt-1.1.R","2-ALM-vpt-1.1.R","Camberwell","1",""
"2-ALM-vpt-1","T3_2","195.T3.2-ALM-vpt-1.2.H","2-ALM-vpt-1.2.H","Alamein","0",""
"2-ALM-vpt-1","T3_2","196.T3.2-ALM-vpt-1.1.R","2-ALM-vpt-1.1.R","Camberwell","1",""
"2-ALM-vpt-1","T3_2","197.T3.2-ALM-vpt-1.2.H","2-ALM-vpt-1.2.H","Alamein","0",""
"2-ALM-vpt-1","T3_2","198.T3.2-ALM-vpt-1.1.R","2-ALM-vpt-1.1.R","Camberwell","1",""
"2-ALM-vpt-1","T3_2","199.T3.2-ALM-vpt-1.2.H","2-ALM-vpt-1.2.H","Alamein","0",""
"2-ALM-vpt-1","T2_2","2.T2.2-ALM-vpt-1.1.R","2-ALM-vpt-1.1.R","Camberwell","1",""
"2-ALM-vpt-1","T2_2","20.T2.2-ALM-vpt-1.3.R","2-ALM-vpt-1.3.R","Camberwell","1",""
"2-ALM-vpt-1","T3_2","200.T3.2-ALM-vpt-1.1.R","2-ALM-vpt-1.1.R","Camberwell","1",""
"2-ALM-vpt-1","T3_2","201.T3.2-ALM-vpt-1.2.H","2-ALM-vpt-1.2.H","Alamein","0",""
"2-ALM-vpt-1","T3_2","202.T3.2-ALM-vpt-1.1.R","2-ALM-vpt-1.1.R","Camberwell","1",""
"2-ALM-vpt-1","T3_2","203.T3.2-ALM-vpt-1.2.H","2-ALM-vpt-1.2.H","Alamein","0",""
"2-ALM-vpt-1","T3_2","204.T3.2-ALM-vpt-1.1.R","2-ALM-vpt-1.1.R","Camberwell","1",""
"2-ALM-vpt-1","T3_2","205.T3.2-ALM-vpt-1.2.H","2-ALM-vpt-1.2.H","Alamein","0",""
"2-ALM-vpt-1","T3_2","206.T3.2-ALM-vpt-1.2.H","2-ALM-vpt-1.2.H","Alamein","0",""
"2-ALM-vpt-1","T3_2","207.T3.2-ALM-vpt-1.1.R","2-ALM-vpt-1.1.R","Camberwell","1",""
"2-ALM-vpt-1","T3_2","208.T3.2-ALM-vpt-1.2.H","2-ALM-vpt-1.2.H","Alamein","0",""
"2-ALM-vpt-1","T3_2","209.T3.2-ALM-vpt-1.1.R","2-ALM-vpt-1.1.R","Camberwell","1",""
"2-ALM-vpt-1","T2_2","21.T2.2-ALM-vpt-1.4.H","2-ALM-vpt-1.4.H","Alamein","0",""
"2-ALM-vpt-1","T3_2","210.T3.2-ALM-vpt-1.2.H","2-ALM-vpt-1.2.H","Alamein","0",""
"2-ALM-vpt-1","T3_2","211.T3.2-ALM-vpt-1.1.R","2-ALM-vpt-1.1.R","Camberwell","1",""
"2-ALM-vpt-1","T3_2","212.T3.2-ALM-vpt-1.2.H","2-ALM-vpt-1.2.H","Alamein","0",""
"2-ALM-vpt-1","T3_2","213.T3.2-ALM-vpt-1.1.R","2-ALM-vpt-1.1.R","Camberwell","1",""
"2-ALM-vpt-1","T3_2","214.T3.2-ALM-vpt-1.2.H","2-ALM-vpt-1.2.H","Alamein","0",""
"2-ALM-vpt-1","T5_3","215.T5.2-ALM-vpt-1.5.H","2-ALM-vpt-1.5.H","Alamein","0",""
"2-ALM-vpt-1","T5_3","216.T5.2-ALM-vpt-1.6.H","2-ALM-vpt-1.6.H","Alamein","0","5586"
"2-ALM-vpt-1","T5_3","217.T5.2-ALM-vpt-1.6.H","2-ALM-vpt-1.6.H","Alamein","0","5854"
"2-ALM-vpt-1","T5_3","218.T5.2-ALM-vpt-1.5.H","2-ALM-vpt-1.5.H","Alamein","0","5850"
"2-ALM-vpt-1","T5_3","219.T5.2-ALM-vpt-1.7.H","2-ALM-vpt-1.7.H","Alamein","0","5856"
"2-ALM-vpt-1","T2_2","22.T2.2-ALM-vpt-1.3.R","2-ALM-vpt-1.3.R","Camberwell","1",""
"2-ALM-vpt-1","T5_3","220.T5.2-ALM-vpt-1.7.H","2-ALM-vpt-1.7.H","Alamein","0","5592"
"2-ALM-vpt-1","T5_3","221.T5.2-ALM-vpt-1.8.R","2-ALM-vpt-1.8.R","Flinders Street","1","5762"
"2-ALM-vpt-1","T5_3","222.T5.2-ALM-vpt-1.5.H","2-ALM-vpt-1.5.H","Alamein","0","5851"
"2-ALM-vpt-1","T5_3","223.T5.2-ALM-vpt-1.9.R","2-ALM-vpt-1.9.R","Flinders Street","1","5766"
"2-ALM-vpt-1","T5_3","224.T5.2-ALM-vpt-1.7.H","2-ALM-vpt-1.7.H","Alamein","0",""
"2-ALM-vpt-1","T5_3","225.T5.2-ALM-vpt-1.7.H","2-ALM-vpt-1.7.H","Alamein","0",""
"2-ALM-vpt-1","T5_3","226.T5.2-ALM-vpt-1.8.R","2-ALM-vpt-1.8.R","Flinders Street","1","5768"
"2-ALM-vpt-1","T5_3","227.T5.2-ALM-vpt-1.10.H","2-ALM-vpt-1.10.H","Riversdale","0",""
"2-ALM-vpt-1","T5_3","228.T5.2-ALM-vpt-1.11.R","2-ALM-vpt-1.11.R","Flinders Street","1","5770"
"2-ALM-vpt-1","T5_3","229.T5.2-ALM-vpt-1.12.H","2-ALM-vpt-1.12.H","Alamein","0",""
"2-ALM-vpt-1","T2_2","23.T2.2-ALM-vpt-1.4.H","2-ALM-vpt-1.4.H","Alamein","0",""
"2-ALM-vpt-1","T5_3","230.T5.2-ALM-vpt-1.9.R","2-ALM-vpt-1.9.R","Flinders Street","1","5858"
"2-ALM-vpt-1","T5_3","231.T5.2-ALM-vpt-1.13.H","2-ALM-vpt-1.13.H","Alamein","0","5598"
"2-ALM-vpt-1","T5_3","232.T5.2-ALM-vpt-1.14.H","2-ALM-vpt-1.14.H","Riversdale","0","5860"
"2-ALM-vpt-1","T5_3","233.T5.2-ALM-vpt-1.15.R","2-ALM-vpt-1.15.R","Flinders Street","1","5764"
"2-ALM-vpt-1","T5_3","234.T5.2-ALM-vpt-1.16.R","2-ALM-vpt-1.16.R","Flinders Street","1","5862"
"2-ALM-vpt-1","T5_3","235.T5.2-ALM-vpt-1.16.R","2-ALM-vpt-1.16.R","Flinders Street","1","4279"
"2-ALM-vpt-1","T5_3","236.T5.2-ALM-vpt-1.17.R","2-ALM-vpt-1.17.R","Flinders Street","1",""
"2-ALM-vpt-1","T5_3","237.T5.2-ALM-vpt-1.5.H","2-ALM-vpt-1.5.H","Alamein","0",""
"2-ALM-vpt-1","T5_3","238.T5.2-ALM-vpt-1.18.R","2-ALM-vpt-1.18.R","Flinders Street","1","4276"
"2-ALM-vpt-1","T5_3","239.T5.2-ALM-vpt-1.7.H","2-ALM-vpt-1.7.H","Alamein","0",""
"2-ALM-vpt-1","T2_2","24.T2.2-ALM-vpt-1.3.R","2-ALM-vpt-1.3.R","Camberwell","1",""
"2-ALM-vpt-1","T5_3","240.T5.2-ALM-vpt-1.19.R","2-ALM-vpt-1.19.R","Flinders Street","1",""
"2-ALM-vpt-1","T5_3","241.T5.2-ALM-vpt-1.7.H","2-ALM-vpt-1.7.H","Alamein","0",""
"2-ALM-vpt-1","T5_3","242.T5.2-ALM-vpt-1.9.R","2-ALM-vpt-1.9.R","Flinders Street","1","5782"
"2-ALM-vpt-1","T5_3","243.T5.2-ALM-vpt-1.7.H","2-ALM-vpt-1.7.H","Alamein","0",""
"2-ALM-vpt-1","T5_3","244.T5.2-ALM-vpt-1.9.R","2-ALM-vpt-1.9.R","Flinders Street","1",""
"2-ALM-vpt-1","T5_3","245.T5.2-ALM-vpt-1.7.H","2-ALM-vpt-1.7.H","Alamein","0",""
"2-ALM-vpt-1","T5_3","246.T5.2-ALM-vpt-1.11.R","2-ALM-vpt-1.11.R","Flinders Street","1","4093"
"2-ALM-vpt-1","T5_3","247.T5.2-ALM-vpt-1.7.H","2-ALM-vpt-1.7.H","Alamein","0",""
"2-ALM-vpt-1","T5_3","248.T5.2-ALM-vpt-1.9.R","2-ALM-vpt-1.9.R","Flinders Street","1","5780"
"2-ALM-vpt-1","T5_3","249.T5.2-ALM-vpt-1.7.H","2-ALM-vpt-1.7.H","Alamein","0",""
"2-ALM-vpt-1","T2_2","25.T2.2-ALM-vpt-1.4.H","2-ALM-vpt-1.4.H","Alamein","0",""
"2-ALM-vpt-1","T5_3","250.T5.2-ALM-vpt-1.7.H","2-ALM-vpt-1.7.H","Alamein","0",""
"2-ALM-vpt-1","T5_3","251.T5.2-ALM-vpt-1.7.H","2-ALM-vpt-1.7.H","Alamein","0",""
"2-ALM-vpt-1","T5_3","252.T5.2-ALM-vpt-1.8.R","2-ALM-vpt-1.8.R","Flinders Street","1",""
"2-ALM-vpt-1","T5_3","253.T5.2-ALM-vpt-1.8.R","2-ALM-vpt-1.8.R","Flinders Street","1",""
"2-ALM-vpt-1","T5_3","254.T5.2-ALM-vpt-1.7.H","2-ALM-vpt-1.7.H","Alamein","0",""
"2-ALM-vpt-1","T5_3","255.T5.2-ALM-vpt-1.3.R","2-ALM-vpt-1.3.R","Camberwell","1",""
"2-ALM-vpt-1","T5_3","256.T5.2-ALM-vpt-1.20.H","2-ALM-vpt-1.20.H","Alamein","0",""
"2-ALM-vpt-1","T5_3","257.T5.2-ALM-vpt-1.4.H","2-ALM-vpt-1.4.H","Alamein","0",""
"2-ALM-vpt-1","T5_3","258.T5.2-ALM-vpt-1.1.R","2-ALM-vpt-1.1.R","Camberwell","1",""
"2-ALM-vpt-1","T5_3","259.T5.2-ALM-vpt-1.4.H","2-ALM-vpt-1.4.H","Alamein","0",""
"2-ALM-vpt-1","T2_2","26.T2.2-ALM-vpt-1.3.R","2-ALM-vpt-1.3.R","Camberwell","1",""
"2-ALM-vpt-1","T5_3","260.T5.2-ALM-vpt-1.1.R","2-ALM-vpt-1.1.R","Camberwell","1",""
"2-ALM-vpt-1","T5_3","261.T5.2-ALM-vpt-1.4.H","2-ALM-vpt-1.4.H","Alamein","0",""
"2-ALM-vpt-1","T5_3","262.T5.2-ALM-vpt-1.1.R","2-ALM-vpt-1.1.R","Camberwell","1",""
"2-ALM-vpt-1","T5_3","263.T5.2-ALM-vpt-1.4.H","2-ALM-vpt-1.4.H","Alamein","0",""
"2-ALM-vpt-1","T5_3","264.T5.2-ALM-vpt-1.3.R","2-ALM-vpt-1.3.R","Camberwell","1",""
"2-ALM-vpt-1","T5_3","265.T5.2-ALM-vpt-1.4.H","2-ALM-vpt-1.4.H","Alamein","0",""
"2-ALM-vpt-1","T5_3","266.T5.2-ALM-vpt-1.3.R","2-ALM-vpt-1.3.R","Camberwell","1",""
"2-ALM-vpt-1","T5_3","267.T5.2-ALM-vpt-1.4.H","2-ALM-vpt-1.4.H","Alamein","0",""
"2-ALM-vpt-1","T5_3","268.T5.2-ALM-vpt-1.3.R","2-ALM-vpt-1.3.R","Camberwell","1",""
"2-ALM-vpt-1","T5_3","269.T5.2-ALM-vpt-1.4.H","2-ALM-vpt-1.4.H","Alamein","0",""
"2-ALM-vpt-1","T2_2","27.T2.2-ALM-vpt-1.4.H","2-ALM-vpt-1.4.H","Alamein","0",""
"2-ALM-vpt-1","T5_3","270.T5.2-ALM-vpt-1.3.R","2-ALM-vpt-1.3.R","Camberwell","1",""
"2-ALM-vpt-1","T5_3","271.T5.2-ALM-vpt-1.4.H","2-ALM-vpt-1.4.H","Alamein","0",""
"2-ALM-vpt-1","T5_3","272.T5.2-ALM-vpt-1.3.R","2-ALM-vpt-1.3.R","Camberwell","1",""
"2-ALM-vpt-1","T5_3","273.T5.2-ALM-vpt-1.4.H","2-ALM-vpt-1.4.H","Alamein","0",""
"2-ALM-vpt-1","T5_3","274.T5.2-ALM-vpt-1.3.R","2-ALM-vpt-1.3.R","Camberwell","1",""
"2-ALM-vpt-1","T5_3","275.T5.2-ALM-vpt-1.4.H","2-ALM-vpt-1.4.H","Alamein","0",""
"2-ALM-vpt-1","T5_3","276.T5.2-ALM-vpt-1.3.R","2-ALM-vpt-1.3.R","Camberwell","1",""
"2-ALM-vpt-1","T5_3","277.T5.2-ALM-vpt-1.4.H","2-ALM-vpt-1.4.H","Alamein","0",""
"2-ALM-vpt-1","T5_3","278.T5.2-ALM-vpt-1.3.R","2-ALM-vpt-1.3.R","Camberwell","1",""
"2-ALM-vpt-1","T5_3","279.T5.2-ALM-vpt-1.4.H","2-ALM-vpt-1.4.H","Alamein","0",""
"2-ALM-vpt-1","T2_2","28.T2.2-ALM-vpt-1.3.R","2-ALM-vpt-1.3.R","Camberwell","1",""
"2-ALM-vpt-1","T5_3","280.T5.2-ALM-vpt-1.3.R","2-ALM-vpt-1.3.R","Camberwell","1",""
"2-ALM-vpt-1","T5_3","281.T5.2-ALM-vpt-1.4.H","2-ALM-vpt-1.4.H","Alamein","0",""
"2-ALM-vpt-1","T5_3","282.T5.2-ALM-vpt-1.3.R","2-ALM-vpt-1.3.R","Camberwell","1",""
"2-ALM-vpt-1","T5_3","283.T5.2-ALM-vpt-1.4.H","2-ALM-vpt-1.4.H","Alamein","0",""
"2-ALM-vpt-1","T5_3","284.T5.2-ALM-vpt-1.3.R","2-ALM-vpt-1.3.R","Camberwell","1",""
"2-ALM-vpt-1","T5_3","285.T5.2-ALM-vpt-1.4.H","2-ALM-vpt-1.4.H","Alamein","0",""
"2-ALM-vpt-1","T5_3","286.T5.2-ALM-vpt-1.4.H","2-ALM-vpt-1.4.H","Alamein","0",""
"2-ALM-vpt-1","T5_3","287.T5.2-ALM-vpt-1.3.R","2-ALM-vpt-1.3.R","Camberwell","1",""
"2-ALM-vpt-1","T5_3","288.T5.2-ALM-vpt-1.4.H","2-ALM-vpt-1.4.H","Alamein","0",""
"2-ALM-vpt-1","T5_3","289.T5.2-ALM-vpt-1.3.R","2-ALM-vpt-1.3.R","Camberwell","1",""
"2-ALM-vpt-1","T2_2","29.T2.2-ALM-vpt-1.4.H","2-ALM-vpt-1.4.H","Alamein","0",""
"2-ALM-vpt-1","T5_3","290.T5.2-ALM-vpt-1.4.H","2-ALM-vpt-1.4.H","Alamein","0",""
"2-ALM-vpt-1","T5_3","291.T5.2-ALM-vpt-1.3.R","2-ALM-vpt-1.3.R","Camberwell","1",""
"2-ALM-vpt-1","T5_3","292.T5.2-ALM-vpt-1.4.H","2-ALM-vpt-1.4.H","Alamein","0",""
